"Charged Arcane Bolt",16570,"Charged Arcane Bolt",,"Spell_Arcane_StarFire",90,"False",0,7000,0,40
"Spiteful Fury",36886,"Spiteful Fury",,"Ability_Warrior_Rampage",0,"False",0,0,0,50000
"Vengeful Totem of Indomitability",43859,"Vengeful Totem of Indomitability",,"Spell_Nature_ElementalShields",0,"False",0,0,0,0
"Drink Wine",55296,"Drink Wine",,"INV_Drink_02",0,"False",0,0,0,0
"Purple Hawkstrider",35018,"Purple Hawkstrider",,"Ability_Mount_CockatriceMount_Purple",0,"False",0,1500,0,0
"Summon Rotting Worms",17064,"Summon Rotting Worms",,"Spell_Shadow_LifeDrain",0,"False",0,0,0,0
"Heart of the Wild",17005,"Heart of the Wild","Rank 3","Spell_Holy_BlessingOfAgility",0,"False",0,0,0,0
"Mark of Bite",34906,"Mark of Bite",,"Ability_Druid_FerociousBite",0,"False",0,0,0,30
"Tree of Life(Passive)",5420,"Tree of Life","Passive","Ability_Druid_TreeofLife",0,"False",0,0,0,0
"Backdraft",47260,"Backdraft","Rank 3","Ability_Warlock_Backdraft",0,"False",0,0,0,0
"Shadow Embrace (Rank 3)",32392,"Shadow Embrace","Rank 3","Spell_Shadow_ShadowEmbrace",0,"False",0,0,0,0
"Warlord Deck",60383,"Warlord Deck",,"Trade_Engineering",0,"False",0,3000,0,0
"Shiny Shard of the Scale - Equip Effect",69739,"Shiny Shard of the Scale - Equip Effect",,"Spell_Lightning_LightningBolt01",0,"False",0,0,0,0
"Jewelcrafting(Grand Master)",51311,"Jewelcrafting","Grand Master","INV_Misc_Gem_02",0,"False",0,0,0,0
"Sacrifice (Rank 2)",20382,"Sacrifice","Rank 2","Spell_Shadow_SacrificialShield",0,"False",0,3000,0,100
"Empowered Flare",72785,"Empowered Flare",,"Spell_Fire_SoulBurn",0,"False",0,0,0,0
"Greater Stoneshield",17540,"Greater Stoneshield",,"INV_Potion_69",0,"False",0,0,0,0
"Rain",44933,"Rain",,"Trade_Engineering",0,"False",0,0,0,0
"Ornate Mithril Pants",9945,"Ornate Mithril Pants",,"Spell_Shadow_SealOfKings",0,"False",0,25000,0,0
"Apprentice Leatherworker",2155,"Apprentice Leatherworker",,"INV_Misc_ArmorKit_17",0,"False",0,0,0,100
"Goblin All-In-1-Der Belt Shocker",66306,"Goblin All-In-1-Der Belt Shocker",,"INV_Misc_EngGizmos_12",0,"False",0,0,0,10
"Book of Survival",59478,"Book of Survival",,"INV_Feather_05",0,"False",0,25000,0,0
"Conjure Slidore's Beacon DND",21732,"Conjure Slidore's Beacon DND",,"Trade_Engineering",0,"False",0,1000,0,5
"Glyph of the Black Wolf",58335,"Glyph of the Black Wolf",,"INV_Feather_05",0,"False",0,3000,0,0
"Khorium Power Core",30308,"Khorium Power Core",,"Trade_Engineering",0,"False",0,3000,0,0
"Mystery of the Infinite: Force Cast to Player of Summon Future You",49942,"Mystery of the Infinite: Force Cast to Player of Summon Future You",,"Trade_Engineering",0,"False",0,0,0,100
"OOX Lift Off",68499,"OOX Lift Off",,"INV_Misc_EngGizmos_RocketChicken",0,"False",0,2000,0,0
"Holy Specialization(Rank 4)",15010,"Holy Specialization","Rank 4","Spell_Holy_SealOfSalvation",0,"False",0,0,0,0
"Ghoul Explode",67751,"Ghoul Explode",,"Spell_DeathKnight_Explode_Ghoul",0,"False",0,1000,0,50
"Summon Avenging Spirit Summoner",48587,"Summon Avenging Spirit Summoner",,"Trade_Engineering",0,"False",0,0,0,0
"Owlkin Frenzy(Rank 2)",48392,"Owlkin Frenzy","Rank 2","Ability_Druid_OwlkinFrenzy",0,"False",0,0,0,0
"Fire Blast (Rank 3)",2143,"Fire Blast","Rank 3","Spell_Fire_Fireball",0,"False",0,0,0,100
"Reclaim Power",52381,"Reclaim Power",,"Spell_Fire_PlayingWithFire",0,"False",0,0,0,50
"Huddle",47484,"Huddle",,"Spell_Shadow_RaiseDead",10,"False",3,0,0,0
"Sparrowhawk Net",39810,"Sparrowhawk Net",,"INV_Misc_Net_01",0,"False",0,1500,0,10
"Blazing Emblem (Rank 1)",13744,"Blazing Emblem","Rank 1","Spell_Fire_FireArmor",195,"False",0,0,0,30
"Free Friend",40081,"Free Friend",,"Spell_Holy_DispelMagic",0,"False",0,0,0,100
"Target Detect Invisibility",45725,"Target Detect Invisibility",,"Ability_Hunter_MasterMarksman",0,"False",0,0,0,0
"Holy Protection(Rank 2)",7246,"Holy Protection","Rank 2","Spell_Holy_BlessingOfProtection",0,"False",0,0,0,0
"Destroy Egg",19873,"Destroy Egg",,"INV_Misc_MonsterClaw_02",0,"False",0,3000,0,10
"Earth Stun",37982,"Earth Stun",,"INV_Mace_02",0,"False",0,0,0,0
"Super Shrink",71555,"Super Shrink",,"Trade_Engineering",0,"False",0,0,0,0
"Fire Cyclone Summon",70101,"Fire Cyclone Summon",,"Trade_Engineering",0,"False",0,0,0,50000
"""VICTORY"" Perfume",70233,"""VICTORY"" Perfume",,"inv_inscription_inkpurple03",0,"False",0,0,0,0
"Rooftop Yank",38074,"Rooftop Yank",,"Trade_Engineering",0,"False",0,0,0,100
"Fingers of Frost(Rank 2)",44545,"Fingers of Frost","Rank 2","Ability_Mage_WintersGrasp",0,"False",0,0,0,0
"Runic Leather Belt",19072,"Runic Leather Belt",,"Trade_Engineering",0,"False",0,25000,0,0
"Thorium Armor",16642,"Thorium Armor",,"Spell_Shadow_SealOfKings",0,"False",0,25000,0,0
"Let Them Not Rise!: Summon Rat",48272,"Let Them Not Rise!: Summon Rat",,"Trade_Engineering",0,"False",0,0,0,0
"NPC - Fight Timer",63261,"NPC - Fight Timer",,"INV_Shield_06",0,"False",0,0,0,0
"Ping Converted Sentry",45005,"Ping Converted Sentry",,"Trade_Engineering",0,"False",0,0,0,0
"Player Force Cast - Defendo-tank 66D",46057,"Player Force Cast - Defendo-tank 66D",,"Trade_Engineering",0,"False",0,0,0,10
"Summon Cracked Necrotic Crystal",28424,"Summon Cracked Necrotic Crystal",,"Trade_Engineering",0,"False",0,0,0,0
"Thickskull",829,"Thickskull",,"Ability_Temp",0,"False",0,0,0,0
"Alert!",23002,"Alert!",,"INV_Misc_Horn_04",0,"False",0,0,0,0
"Combat Rage",41251,"Combat Rage",,"Ability_BullRush",0,"False",0,0,0,0
"Advantage",70657,"Advantage","Rank 5","Spell_DeathKnight_Subversion",0,"False",0,0,0,0
"Increased Holy Light Healing",34231,"Increased Holy Light Healing",,"Spell_Nature_MagicImmunity",0,"False",0,0,0,0
"Lunar Festival Cluster Credit Marker",44429,"Lunar Festival Cluster Credit Marker",,"Trade_Engineering",0,"False",0,0,0,100
"Totem of the Third Wind",34131,"Totem of the Third Wind",,"Spell_Nature_MagicImmunity",0,"False",0,0,0,0
"Increase Fire Dam 39",17684,"Increase Fire Dam 39",,"Trade_Engineering",0,"False",0,0,0,0
"Increased Spirit 04",7498,"Increased Spirit 04",,"Trade_Engineering",0,"False",0,0,0,0
"Death Coil",34437,"Death Coil",,"Spell_Shadow_DeathCoil",200,"False",0,0,0,30
"Synch Ship with Turret",61629,"Synch Ship with Turret",,"Trade_Engineering",0,"False",0,0,0,100
"Loaned Gryphon",64681,"Loaned Gryphon",,"ability_mount_goldengryphon",0,"False",0,0,0,0
"Frost Ward (Rank 3)",8464,"Frost Ward","Rank 3","Spell_Frost_FrostWard",0,"False",0,0,0,100
"Emberseer Growing",16049,"Emberseer Growing",,"Ability_GolemThunderClap",0,"False",0,0,0,0
"Revenge Bonus",37516,"Revenge Bonus",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Mini Elemental - Water",68878,"Summon Mini Elemental - Water",,"Trade_Engineering",0,"False",0,0,0,1000
"Toss Fuel on Bonfire",28806,"Toss Fuel on Bonfire",,"INV_SummerFest_FireFlower",0,"False",0,500,0,40
"Kidney Shot",30621,"Kidney Shot","Rank 2","Ability_Rogue_KidneyShot",0,"False",3,0,0,0
"Bullheaded",53490,"Bullheaded",,"Ability_Warrior_BullRush",0,"False",2,0,0,0
"Create Primal Mana",28105,"Create Primal Mana",,"Spell_Shadow_SealOfKings",0,"False",0,0,0,0
"Port Back to Abyssal Ledge",74700,"Port Back to Abyssal Ledge",,"Spell_Shadow_Teleport",0,"False",0,0,0,100
"Soothsayer Kill Credit SE",70007,"Soothsayer Kill Credit SE",,"Trade_Engineering",0,"False",0,0,0,0
"Pet Scorpid",46726,"Pet Scorpid",,"Trade_Engineering",0,"False",0,0,0,10
"Create Magic Potion",66534,"Create Magic Potion",,"inv_alchemy_elixir_05",0,"False",0,3000,0,0
"Spring Loaded Cloak Expander",52639,"Spring Loaded Cloak Expander",,"Trade_Engineering",0,"False",0,6000,0,0
"Figurine - Black Pearl Panther",26875,"Figurine - Black Pearl Panther",,"Trade_Engineering",0,"False",0,12500,0,0
"Juggler Vein Rupture",10265,"Juggler Vein Rupture",,"Spell_Shadow_LifeDrain",0,"False",0,0,0,0
"Eye of the Witness",39932,"Eye of the Witness",,"Trade_Engineering",0,"False",0,0,0,0
"Sovereign Dreadstone",66554,"Sovereign Dreadstone",,"INV_Misc_Gem_01",0,"False",0,2000,0,0
"Blade Barrier(Rank 3)",64856,"Blade Barrier","Rank 3","Ability_UpgradeMoonGlaive",0,"False",0,0,0,0
"Tentacle Knockback",69414,"Tentacle Knockback",,"Trade_Engineering",0,"False",0,0,0,0
"Female Shadowy Disguise",38081,"Female Shadowy Disguise",,"Spell_Shadow_NetherCloak",0,"False",0,0,0,5
"Unstable Sun Beam",62211,"Unstable Sun Beam",,"Ability_Druid_EclipseOrange",0,"False",0,0,0,100
"Test Elemental Totem(Rank 1)",33929,"Test Elemental Totem","Rank 1","Spell_Nature_ElementalPrecision_1",0,"False",0,0,0,0
"Rush",44348,"Rush",,"Trade_Engineering",0,"False",0,0,0,0
"Head Smack",52743,"Head Smack",,"INV_Mace_69",0,"False",0,0,0,7
"Mass Healing",25839,"Mass Healing",,"Spell_Holy_GreaterHeal",0,"False",0,1000,0,0
"Summon Gorat's Spirit",62772,"Summon Gorat's Spirit",,"Trade_Engineering",0,"False",0,2500,0,25
"Divine Sacrifice",64205,"Divine Sacrifice",,"spell_holy_powerwordbarrier",0,"False",0,0,0,0
"QAEnchant Boots +7 Stamina(QASpell)",22103,"QAEnchant Boots +7 Stamina","QASpell","Spell_Holy_GreaterHeal",0,"False",0,0,0,0
"Flame Arrow Barrage",74945,"Flame Arrow Barrage",,"Trade_Engineering",0,"False",0,0,0,50000
"Item - Shaman T9 Elemental 2P Bonus (Flame Shock)",67227,"Item - Shaman T9 Elemental 2P Bonus (Flame Shock)",,"Trade_Engineering",0,"False",0,0,0,0
"Will of the Forsaken(Racial)",7744,"Will of the Forsaken","Racial","Spell_Shadow_RaiseDead",0,"False",0,0,0,0
"Cenarion Stun",46383,"Cenarion Stun",,"Ability_Hunter_Displacement",0,"False",0,0,0,0
"Summon Vazruden",30717,"Summon Vazruden",,"Spell_Arcane_Blink",0,"False",0,0,0,20
"Summon Squawky",71442,"Summon Squawky",,"Trade_Engineering",0,"False",0,0,0,0
"Destruction",28508,"Destruction",,"INV_Potion_107",0,"False",0,0,0,0
"Denouement Wisp",32124,"Denouement Wisp",,"Spell_Nature_WispSplode",0,"False",0,0,0,0
"Enchant Boots - Greater Agility",20023,"Enchant Boots - Greater Agility",,"Spell_Holy_GreaterHeal",0,"False",0,5000,0,0
"Multi Slash",48856,"Multi Slash",,"Ability_Druid_DemoralizingRoar",0,"False",0,0,0,0
"Cosmetic - Blue Flame Patch 0.2",42610,"Cosmetic - Blue Flame Patch 0.2",,"Trade_Engineering",0,"False",0,0,0,0
"Damage Reduction: Physical",34337,"Damage Reduction: Physical",,"Ability_BackStab",0,"False",0,0,0,0
"Push Me",68375,"Push Me",,"Trade_Engineering",0,"False",0,0,0,10
"Lion's Fury (Rank 4)",70340,"Lion's Fury","Rank 4","Ability_Druid_TigersRoar",0,"False",1,0,0,0
"Create Rookery Spawner",16474,"Create Rookery Spawner",,"INV_Misc_Bowl_01",0,"False",0,0,0,10
"Increased Fire Resist 42",14972,"Increased Fire Resist 42",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Kessel's Elekk(Summon)",30837,"Summon Kessel's Elekk","Summon","Ability_Mount_Charger",0,"False",0,0,0,0
"Judgements of the Just",53696,"Judgements of the Just","Rank 2","Ability_Paladin_JudgementsoftheJust",0,"False",0,0,0,0
"Teleport to Twin Emps Effect DND",29181,"Teleport to Twin Emps Effect DND",,"Trade_Engineering",0,"False",0,0,0,30
"Spirit Hammer",23488,"Spirit Hammer",,"Trade_Engineering",0,"False",0,0,0,0
"Teleport: Zul'Farrak",51958,"Teleport: Zul'Farrak",,"Spell_Arcane_PrismaticCloak",0,"False",0,10000,0,0
"Teleport and Remove Aura",71497,"Teleport and Remove Aura",,"Spell_Shadow_Teleport",0,"False",0,0,0,15
"Immolation",20153,"Immolation","Rank 1","Spell_Shadow_SummonInfernal",0,"False",0,0,0,0
"Scourge Bomb Explosion",59078,"Scourge Bomb Explosion",,"Trade_Engineering",0,"False",0,0,0,0
"Lightning Dark Jade",53923,"Lightning Dark Jade",,"INV_Misc_Gem_01",0,"False",0,3000,0,0
"Master Summoner",18710,"Master Summoner","Rank 2","Spell_Shadow_ImpPhaseShift",0,"False",0,0,0,0
"Frost Protection Potion",7258,"Frost Protection Potion",,"Trade_Engineering",0,"False",0,3000,0,0
"Orgrimmar Valiant's Pennant",63432,"Orgrimmar Valiant's Pennant",,"inv_misc_tournaments_symbol_orc",0,"False",-2,0,0,50000
"See Samir CAVE",74483,"See Samir CAVE",,"Trade_Engineering",0,"False",0,0,0,0
"Gossip NPC Appearance - Troll Male, Halloween",43641,"Gossip NPC Appearance - Troll Male, Halloween",,"Spell_Frost_FrostShock",0,"False",0,0,0,0
"Destructive Soul (Rank 2)",30256,"Destructive Soul","Rank 2","Spell_Shadow_DestructiveSoul",0,"False",0,0,0,0
"Kinetic Bomb Knockback",72087,"Kinetic Bomb Knockback",,"Ability_Hunter_Readiness",0,"False",0,0,0,0
"Script Effect - Creature Capture GUID to Dot Variable",52353,"Script Effect - Creature Capture GUID to Dot Variable",,"Trade_Engineering",0,"False",0,0,0,50000
"Spidersilk Drape",63742,"Spidersilk Drape",,"Ability_Ensnare",0,"False",0,25000,0,0
"Theka Transform",11089,"Theka Transform",,"Spell_Shadow_AntiShadow",0,"False",0,0,0,0
"Force Reaction Magram 4 Zone",68715,"Force Reaction Magram 4 Zone",,"Trade_Engineering",0,"False",0,250,0,50000
"Librarian's Shush",57490,"Librarian's Shush",,"Spell_Holy_Silence",0,"False",0,0,0,0
"Searing Totem(Rank 1)",2075,"Searing Totem","Rank 1","Spell_Fire_SearingTotem",0,"False",0,0,0,100
"Forceful Strike",40477,"Forceful Strike",,"Ability_Warrior_WeaponMastery",0,"False",0,0,0,30
"Magic Sucker Device Channel(dnd)",38721,"Magic Sucker Device Channel(dnd)",,"Trade_Engineering",0,"False",0,0,0,50
"Increase Healing 105",37083,"Increase Healing 105",,"Trade_Engineering",0,"False",0,0,0,0
"Resolute Ember Topaz",73362,"Resolute Ember Topaz",,"INV_Misc_Gem_01",0,"False",0,3000,0,0
"Permanent Gizzard Gum",30177,"Permanent Gizzard Gum","QASpell","Spell_Nature_Purge",0,"False",0,0,0,100
"Reputation - Weaponsmithing",17452,"Reputation - Weaponsmithing",,"Trade_Engineering",0,"False",0,0,0,5
"Summoning Test Spell",45789,"Summoning Test Spell",,"Spell_Shadow_Twilight",300,"False",0,5000,0,30
"Cold Touch",39230,"Cold Touch",,"Spell_Frost_FrostArmor",0,"False",1,0,0,0
"Plant White Seedling",34759,"Plant White Seedling",,"Spell_Nature_Earthquake",75,"False",0,250,0,0
"Toss Stink Bomb",24706,"Toss Stink Bomb",,"INV_Misc_Bowl_01",0,"False",0,2000,0,20
"Thorns (Rank 1)",15438,"Thorns","Rank 1","Spell_Nature_LightningShield",0,"False",0,0,0,0
"Summon Ymirjar Harpooner - W",48633,"Summon Ymirjar Harpooner - W",,"Trade_Engineering",0,"False",0,0,0,0
"Survey Sinkholes",45853,"Survey Sinkholes",,"INV_Misc_Map_01",0,"False",0,2000,0,30
"Ahune - Slippery Floor Ambient",46314,"Ahune - Slippery Floor Ambient",,"Trade_Engineering",0,"False",0,0,0,100
"Attack Power 44",15810,"Attack Power 44",,"Trade_Engineering",0,"False",0,0,0,0
"Blessing of the Silver Crescent",35163,"Blessing of the Silver Crescent",,"INV_Trinket_Naxxramas06",0,"False",0,0,0,0
"Tap Lower Mine",48747,"Tap Lower Mine",,"Trade_Engineering",0,"False",0,0,0,50000
"Malleable Goo Summon Trigger",72309,"Malleable Goo Summon Trigger",,"Trade_Engineering",0,"False",0,0,0,50000
"Lunar Guidance(Rank 1)",33589,"Lunar Guidance","Rank 1","Ability_Druid_LunarGuidance",0,"False",0,0,0,0
"Dash",61684,"Dash",,"Ability_Druid_Dash",30,"False",2,0,0,0
"Argent Raid - HERALD - Announce Player",66716,"Argent Raid - HERALD - Announce Player",,"Trade_Engineering",0,"False",0,0,0,50000
"Pain and Suffering (Rank 2)",47581,"Pain and Suffering","Rank 2","Spell_Shadow_PainAndSuffering",0,"False",0,0,0,0
"Empowered Light",67216,"Empowered Light",,"Spell_Holy_SearingLightPriest",0,"False",0,0,0,0
"Wounded",46577,"Wounded",,"Trade_Engineering",0,"False",0,0,0,0
"QAEnchant Weapon Battlemaster(QASpell)",35792,"QAEnchant Weapon Battlemaster","QASpell","Spell_Holy_GreaterHeal",0,"False",0,0,0,0
"Trachela's Carcass",37065,"Trachela's Carcass",,"Trade_Engineering",0,"False",0,0,0,0
"Icecrown Airship - A - Attack - 01 Target Check",57962,"Icecrown Airship - A - Attack - 01 Target Check",,"Trade_Engineering",0,"False",0,0,0,50000
"Runic Power Test(1)",47382,"Runic Power Test","1","Trade_Engineering",100,"False",6,0,0,10
"Summon Mauler",68674,"Summon Mauler",,"Trade_Engineering",0,"False",0,0,0,0
"Surrender Or Else!: Goblin Banner Aura",72077,"Surrender Or Else!: Goblin Banner Aura",,"Trade_Engineering",0,"False",0,0,0,0
"Savage Totem of Indomitability",60543,"Savage Totem of Indomitability",,"Spell_Nature_ElementalShields",0,"False",0,0,0,0
"Puncturing Wounds(Rank 2)",13865,"Puncturing Wounds","Rank 2","Ability_BackStab",0,"False",0,0,0,0
"Sonic Scream",38496,"Sonic Scream",,"Spell_Nature_Purge",0,"False",0,0,0,50
"Journeyman Skinner",8619,"Journeyman Skinner",,"INV_Misc_Pelt_Wolf_01",0,"False",0,0,0,100
"Summon Crowley (Mounted)",67003,"Summon Crowley (Mounted)",,"Trade_Engineering",0,"False",0,0,0,0
"Shatter Armor",38591,"Shatter Armor",,"Ability_Warrior_DecisiveStrike",0,"False",0,2000,0,30
"Elixir of Major Strength",28544,"Elixir of Major Strength",,"Trade_Engineering",0,"False",0,3000,0,0
"Arthas Calls to Spirits",49825,"Arthas Calls to Spirits",,"Trade_Engineering",0,"False",0,0,0,0
"Flame Sphere Periodic",59508,"Flame Sphere Periodic",,"Spell_Fire_SoulBurn",0,"False",0,0,0,0
"Increased Stamina 23",14470,"Increased Stamina 23",,"Trade_Engineering",0,"False",0,0,0,0
"Mental Strength(Rank 2)",18552,"Mental Strength","Rank 2","Spell_Nature_EnchantArmor",0,"False",0,0,0,0
"Forcecast Phase Shift 2: Intro Cave",74858,"Forcecast Phase Shift 2: Intro Cave",,"Trade_Engineering",0,"False",0,100,0,20
"Disgusting Oozeling",25162,"Disgusting Oozeling",,"Ability_Creature_Poison_05",0,"False",0,0,0,0
"Borrowed Time(Rank 3)",52798,"Borrowed Time","Rank 3","Spell_Holy_BorrowedTime",0,"False",0,0,0,0
"Cosmetic - Arcane Force Shield (Blue)",46933,"Cosmetic - Arcane Force Shield (Blue)",,"Trade_Engineering",0,"False",0,0,0,0
"Jagged Spike",60876,"Jagged Spike",,"Ability_ImpalingBolt",0,"False",0,500,0,45
"Shielded Skyflare Diamond",55384,"Shielded Skyflare Diamond",,"INV_Misc_Gem_01",0,"False",0,12500,0,0
"Sorlof's Booty",45070,"Sorlof's Booty",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Monstrous Kaliri Egg",39843,"Summon Monstrous Kaliri Egg",,"Trade_Engineering",0,"False",0,0,0,0
"Swiftarrow Hauberk",60730,"Swiftarrow Hauberk",,"Trade_LeatherWorking",0,"False",0,12500,0,0
"Terror (TEST)",692,"Terror (TEST)",,"Spell_Shadow_AuraOfDarkness",17,"False",0,1000,0,30
"Copy of Increased Blood Strike Damage",60825,"Copy of Increased Blood Strike Damage",,"Spell_Nature_MagicImmunity",0,"False",0,0,0,0
"Far Sight",6196,"Far Sight",,"Spell_Nature_FarSight",0,"False",0,2000,0,50000
"Summon Remains",70828,"Summon Remains",,"inv_misc_food_72",0,"False",0,0,0,2
"Throw Beryl Shield Detonator",45780,"Throw Beryl Shield Detonator",,"INV_Misc_Bomb_01",0,"False",1,0,0,100
"Blazing Emblem",13744,"Blazing Emblem","Rank 1","Spell_Fire_FireArmor",195,"False",0,0,0,30
"Throw Sawblade",67212,"Throw Sawblade",,"INV_Misc_SawBlade_01",10,"False",3,0,0,40
"Sweeping Slam",53399,"Sweeping Slam",,"Ability_Devour",0,"False",0,0,0,10
"Dispell Bloodtooth",6240,"Dispell Bloodtooth",,"Spell_Nature_WispSplode",0,"False",0,0,0,0
"Pressing Engagement",68054,"Pressing Engagement",,"INV_Misc_PocketWatch_01",0,"False",0,0,0,0
"Savage Totem of the Third Wind",60556,"Savage Totem of the Third Wind",,"Spell_Nature_MagicImmunity",0,"False",0,0,0,0
"Wind's Embrace",65453,"Wind's Embrace",,"Spell_Nature_EarthBind",0,"False",0,0,0,50000
"Wretched, Infect.",56781,"Wretched, Infect.",,"Trade_Engineering",0,"False",0,0,0,0
"Buoy",44253,"Buoy",,"Spell_Frost_Wisp",0,"False",0,0,0,0
"Disease Breath",73976,"Disease Breath",,"Spell_Shadow_CarrionSwarm",0,"False",0,0,0,20
"Genesis (Rank 1)",57810,"Genesis","Rank 1","Spell_Arcane_Arcane03",0,"False",0,0,0,0
"Ascend to the Heavens",64487,"Ascend to the Heavens",,"Spell_Holy_HolyGuidance",0,"False",0,2000,0,0
"Strength of the Ages",4539,"Strength of the Ages",,"Spell_Shadow_Requiem",0,"False",0,2000,0,0
"Wood Frog",10703,"Wood Frog",,"Spell_Shaman_Hex",0,"False",0,0,0,0
"Summon Darkscreecher Akkarai",40642,"Summon Darkscreecher Akkarai",,"Trade_Engineering",0,"False",0,0,0,20
"Attack Power - Feral (+0423)",33372,"Attack Power - Feral (+0423)",,"Trade_Engineering",0,"False",0,0,0,0
"Keeper Active",62647,"Keeper Active",,"Spell_Holy_DivinePurpose",0,"False",0,0,0,0
"Attack Power - Feral (+0574)",24694,"Attack Power - Feral (+0574)",,"Trade_Engineering",0,"False",0,0,0,0
"Leeching Throw",29436,"Leeching Throw",,"Ability_Hunter_AimedShot",95,"False",0,250,0,50
"Summon Sun-touched Spriteling",73848,"Summon Sun-touched Spriteling",,"Trade_Engineering",0,"False",0,0,0,0
"Lovely Rose",71087,"Lovely Rose",,"inv_jewelry_talisman_03",0,"False",0,0,0,30
"Portal: Orgrimmar",11417,"Portal: Orgrimmar",,"Spell_Arcane_PortalOrgrimmar",0,"False",0,10000,0,10
"Submerge Anub'arak",65981,"Submerge Anub'arak",,"Trade_Engineering",0,"False",0,2000,0,0
"Engulfing Flames",50409,"Engulfing Flames",,"Spell_Fire_Fireball02",2000,"False",0,0,0,80
"Bael'Gar's Fiery Essence",13982,"Bael'Gar's Fiery Essence",,"Trade_Engineering",0,"False",0,10000,0,0
"Dark Banish State",52241,"Dark Banish State",,"INV_Misc_QirajiCrystal_05",0,"False",0,0,0,0
"Frost Leather Cloak",9198,"Frost Leather Cloak",,"Trade_LeatherWorking",0,"False",0,25000,0,0
"Consumption Periodic",74803,"Consumption Periodic",,"Spell_Holy_ConsumeMagic",0,"False",0,0,0,50000
"Hellfire - The Exorcism, Jules threatens, aura",39284,"Hellfire - The Exorcism, Jules threatens, aura",,"Trade_Engineering",0,"False",0,0,0,0
"Destructive Reach (Rank 1)",17917,"Destructive Reach","Rank 1","Spell_Shadow_CorpseExplode",0,"False",0,0,0,0
"Justicebringer 3000 Specs",46107,"Justicebringer 3000 Specs",,"Trade_Engineering",0,"False",0,50000,0,0
"Tasty Cupcake",58512,"Tasty Cupcake",,"INV_Misc_Food_15",0,"False",0,2000,0,0
"Instant Poison Proc",28429,"Instant Poison Proc",,"Spell_Shadow_Requiem",0,"False",0,0,0,0
"[DND] Test Hang gliding Air Pocket",53789,"[DND] Test Hang gliding Air Pocket",,"Trade_Engineering",0,"False",0,250,0,50000
"Great Horned Owl",10707,"Great Horned Owl",,"Ability_EyeOfTheOwl",0,"False",0,0,0,0
"Enchant Cloak - Greater Fire Resistance",25081,"Enchant Cloak - Greater Fire Resistance",,"Spell_Holy_GreaterHeal",0,"False",0,5000,0,0
"Body And Soul: Summon Yngwie's Corpse",72592,"Body And Soul: Summon Yngwie's Corpse",,"Trade_Engineering",0,"False",0,0,0,5
"Dismount Caravan Kodo Cue (Part 02)",65695,"Dismount Caravan Kodo Cue (Part 02)",,"Ability_Mount_Kodo_02",0,"False",-2,0,0,50000
"Massive Destruction",24543,"Massive Destruction",,"Spell_Fire_WindsofWoe",0,"False",0,0,0,0
"Test On Use Enchant",47147,"Test On Use Enchant",,"Trade_Engineering",0,"False",0,0,0,0
"Riplash Blessing",67591,"Riplash Blessing",,"INV_Spear_04",0,"False",4,0,0,100
"Starfall Effect",65822,"Starfall Effect",,"Ability_Druid_Starfall",0,"False",0,0,0,40
"Thick Skin(Rank 1)",5363,"Thick Skin","Rank 1","Ability_Defend",0,"False",0,0,0,0
"Frost Blast Find Loc (DND)",55138,"Frost Blast Find Loc (DND)",,"Trade_Engineering",0,"False",0,0,0,100
"Demon Slaying 36",12823,"Demon Slaying 36",,"Spell_Shadow_Metamorphosis",0,"False",0,0,0,0
"Zandalar Signet of Serenity",24420,"Zandalar Signet of Serenity",,"Spell_Holy_PowerWordShield",0,"False",0,5000,0,0
"Summon High Oracle Soo-roo",65428,"Summon High Oracle Soo-roo",,"INV_Misc_Orb_05",0,"False",0,0,0,0
"Inscription of Faith",35403,"Inscription of Faith",,"Trade_Engineering",0,"False",0,4000,0,0
"Fly Home",68577,"Fly Home",,"Ability_Mount_WarHippogryph",0,"False",0,0,0,0
"Bleed Spice, Create cluster E (DND)",30684,"Bleed Spice, Create cluster E (DND)",,"Trade_Engineering",0,"False",0,0,0,100
"Create Eternal Air",49234,"Create Eternal Air",,"Spell_Nature_StormReach",0,"False",0,0,0,0
"Teleport Attackers",60178,"Teleport Attackers",,"Trade_Engineering",0,"False",0,0,0,0
"Feral Spirit",555,"Feral Spirit",,"Spell_Nature_SpiritWolf",22,"False",0,3000,0,20
"Light Essence Effect 2",65811,"Light Essence Effect 2",,"Trade_Engineering",0,"False",0,0,0,0
"Enchant Gloves - Crusher",60668,"Enchant Gloves - Crusher",,"Trade_Engraving",0,"False",0,5000,0,0
"Death Animation",64165,"Death Animation",,"Ability_FiegnDead",0,"False",0,0,0,0
"Improved Psychic Scream (Rank 1)",15392,"Improved Psychic Scream","Rank 1","Spell_Shadow_PsychicScream",0,"False",0,0,0,0
"Bough of the Eternals Credit",65056,"Bough of the Eternals Credit",,"Trade_Engineering",0,"False",0,0,0,45
"Hammer of Righteous Might",43846,"Hammer of Righteous Might",,"Trade_BlackSmithing",0,"False",0,50000,0,0
"Emote Talk Exclamation",48348,"Emote Talk Exclamation",,"Trade_Engineering",0,"False",0,0,0,0
"Minor Recombobulator",3952,"Minor Recombobulator",,"Trade_Engineering",0,"False",0,12500,0,0
